link,title,date,text,commodity,commodity_score
https://iz.ru/1568978/2023-09-04/analitik-nazvala-vliiaiushchie-na-nemetckuiu-ekonomiku-neblagopriiatnye-faktory,Аналитик назвала влияющие на немецкую экономику неблагоприятные факторы,2023-09-04 12:00:00,"Экономика Германии превращается из локомотива Европы в «больного человека», в том числе сказывается зависимость от китайского рынка, сообщил телеканал         CNBC        .         Руководитель отдела макроэкономического анализа                  ФГ «Финам»                      Ольга Беленькая         4 сентября рассказала «                  Известиям         », что повлияло на ухудшение ситуации в стране.        «Действительно, немецкая экономика переживает не лучшие времена и, по прогнозу         МВФ        (         Международный валютный фонд        .         — Ред.), может стать в этом году единственной экономикой G7, в которой будет зафиксирована рецессия.             Это связано с неблагоприятным стечением нескольких факторов», — отметила эксперт.                   Во-первых, по ее словам, последствия прошлогоднего энергокризиса в результате резкого сокращения поставок российского газа (до февраля 2022-го на РФ приходилось 55% импортируемого ФРГ газа) нанесли тяжелый удар по промышленности Германии.                        Так, компании стали сокращать производства, особенно на фоне предпринимаемых в США мер по стимулированию переноса промышленных производств на свою территорию.                        «Во-вторых, из-за высокой инфляции снижалась покупательская способность населения, что сдерживает спрос (несмотря на рекордный номинальный рост зарплат во II квартале 2023 года (+6,6%), в реальном выражении зарплаты впервые с 2021-го вышли в символический плюс по отношению к аналогичному периоду прошлого года).                               Затем, ужесточение ДКП                                 ЕЦБ                      (денежно-кредитной политики                                 Европейского центробанка                      .                        — Ред.), с рекордной за 22 года ставкой по депозитам и продолжающееся замедление роста кредитования оказывают охлаждающее влияние на спрос», — добавила аналитик.             Кроме того, экономист объяснила, что Германии традиционно является экспортоориентированной страной, для нее важен спрос со стороны Китая — а в КНР внутренний спрос не оправдал ожиданий начала года.             «Во II квартале 2023 года рост ВВП замедлился до 0,8% (квартал к кварталу) после 2,2% в I квартале 2023 года.                   Импорт со стороны Китая за семь месяцев 2023 года сократился на 7,6%, причем падение импорта усиливается от месяца к месяцу», — уточнила она.                  При этом эксперт рассказала, что в целом доля германского экспорта в КНР постепенно сокращается.        «В 2020 году она достигла рекордных 7,9%, затем последовательно снижалась (2021 год — 7,5%, 2022 год — 6,8%).         На текущий год были большие надежды в связи с долгожданным отказом Китая от антиковидных ограничений — однако эти надежды пока не реализовались», — сказала                  Беленькая         .                   Эксперт привела данные                         Reuters               , согласно которым, в I полугодии 2023 года доля немецкого экспорта в Китай сократилась до 6,2% — до минимума с 2016 года.                  «Пока большинство оперативных индикаторов Германии (PMI,                  Ifo         ,                  Zew         ) указывают на продолжающееся ухудшение оценок экономической ситуации, хотя темпы ухудшения несколько замедлились.             Это не дает оснований ожидать существенного увеличения темпов экономического роста до конца этого года, хотя на будущий год большинство прогнозов предполагает ускорение роста до умеренно-положительных величин (1,4–1,5%)», — заключила                  Беленькая         .             Ранее, 17 августа, специалист по международным финансовым рынкам маркетплейса «                  Финмир         »                  Георгий Свирин         рассказал «                  Известиям         », что еще одним фактором, который негативно повлияет в будущем на экономику Германии может стать дефицит кадров.        По его словам, средний возраст трудящихся в стрране в настоящее время составляет 45 лет, что существенно выше, чем в Америке (средний возраст работающего — 39 лет).",газ,
https://www.rbc.ru/economics/04/09/2023/64f337459a79479a46706ab2,Эксперты оценили выгоды стран от неприсоединения к санкциям против России,2023-09-04 12:00:00,"ВВП стран, не присоединяющихся к антироссийским санкциям, растет из-за эффектов замещения — к такому выводу пришли экономисты в публикации                    ЦБ Канады       .               Негативное влияние санкции оказывают как на Россию, так и на страны-санкционеры Москва, Россия (Фото:                    Сергей Бобылев            /                    ТАСС            ) Западные санкции ослабляют экономическую динамику России, но потери в благосостоянии подсанкционной страны существенно смягчаются, а потери страны-санкционера усиливаются, если третья страна не присоединяется к санкциям, «при этом последняя выигрывает от такого неприсоединения», говорится в докладе «Международные экономические санкции и эффекты, связанные с третьими странами» экономистов                    Фабио Гирони            (                    Вашингтонский университет            ),                    Дайсуна Кима            (                    Университет штата Северная Каролина            ) и                    Галипа Кемаля Озхана            (                    Банк Канады            ).              Исследование, которое опубликовал              Банк Канады       , посвящено анализу того, как поведение третьих стран влияет на эффективность санкционного режима.          По расчетам экономистов, при одновременном применении таких мер, как ограничение торговли потребительскими товарами между Россией и Западом, изоляция российских граждан от международного финансового рынка и прекращение закупок российского газа Европой, ВВП России на душу населения снижается примерно на 4% по сравнению с тем состоянием, как если бы санкций не было.               Но если бы крупнейшие третьи страны ввели аналогичные ограничения, ВВП России недосчитался бы 9%, утверждают авторы.                   Потери в благосостоянии (потреблении на душу населения) оцениваются в 5,6% при неприсоединении третьих стран и более 13%, если бы третьи страны присоединились к санкциям.              Как построена модель Модель экономистов не стремится к реалистичному и исчерпывающему отражению эффектов санкций против России — расчеты условны.      В модели странами-санкционерами являются США, ЕС и Великобритания, страной-объектом — Россия, а третьими странами — Китай, Индия и Турция.       Рассматриваются три типа санкций — экспортно-импортные, финансовые и газовое эмбарго.          При этом финансовые санкции в модели — это исключение российских домохозяйств из международной торговли облигациями (тогда как заморозка валютных резервов России, санкции против российских банков, отключение их от SWIFT игнорируются).               Что касается газа, моделируется полная остановка импорта российского газа в ЕС (при этом Европа таких санкций не вводила, поставки газа сокращались в том числе после аварии на «Северных потоках».                   По данным                    Politico            , за 32 недели 2023 года на Россию приходится 8,4% европейского импорта трубопроводного газа (за тот же период 2022 года было 23,6%).          Газ в модели важен, потому что в ее рамках производители создают потребительские товары за счет рабочей силы и энергии, полученной из газа.       «Важным измерением» модели авторы называют асимметрию между странами-санкционерами, страной-объектом и третьими странами: так, в соответствии с фактическими соотношениями в 2020–2021 годах ВВП России в модели составляет примерно 10% от суммарного ВВП США, Евросоюза и Великобритании (по паритету покупательной способности).               Модель рассчитана в статичных условиях, из-за чего эффекты санкций для российской экономики могут быть преувеличены, полагает главный экономист «                    Эксперт РА            »                    Антон Табах            .                   Так, рост госрасходов (как оборонных, так и инвестиционных) и перераспределение трат внутри экономики может (и по факту сможет) нивелировать эффект санкций, говорит он.              После прошлогоднего снижения на 2,1% российский ВВП за семь месяцев текущего года вырос на 2,1%, по оценке              Минэкономразвития       .          По итогам года рост может составить до 3%, прогнозируют экономисты.          Выгода для неприсоединившихся В основном сценарии (одновременное применение трех типов ограничений, неприсоединение крупнейших третьих стран) подушевой ВВП стран-санкционеров тоже снижается — на 0,8% относительно гипотетического состояния без санкций.      А у блока неприсоединившихся стран подушевой ВВП в таком случае вырастает на 0,4%.            «ВВП третьих стран увеличивается из-за эффектов замещения.              Эти страны перераспределяют свою экономику в пользу производства товаров для удовлетворения дополнительного спроса со стороны страны-объекта [России].               Третьи страны расширяют экспорт в Россию, но также увеличивают импорт газа оттуда», — говорится в статье.                   Кроме того, отмечается, что при потере качественного импорта из западных стран России «становится легче переместить факторы производства в свой относительно малорентабельный сектор производства потребительских товаров, но сравнительно неэффективное распределение ресурсов все еще означает, что санкции причиняют ущерб» (поскольку ресурсы реаллоцируются в менее конкурентоспособные по сравнению с импортом отрасли).              Последнее согласуется с тем, что писали экономисты              Банка России       в прошлом году: даже при эффективном замещении импорта в подсанкционной стране снижается уровень жизни из-за необходимости отвлекать трудовую силу на импортозамещение и поддерживать капиталоемкость ВВП на более высоком уровне.          То, что третьи страны получают выгоды от санкций, «кажется довольно простым упражнением», тем не менее эффекты в работе «аккуратно промоделированы и откалиброваны», указывает экономист              Олег Шибанов       в своем телеграм-канале.      По его словам, статья отражает, как важны экономические отношения России и ее крупных партнеров, а именно Китая, Индии и Турции.            Неприсоединившиеся страны действительно должны выигрывать от санкций, так как перераспределяют на себя торговые потоки, подтверждает ведущий эксперт                    ЦМАКП                           Андрей Гнидченко            .              Правда, важно различать наращивание торговли собственными товарами и перепродажу товаров других стран.          «Насколько я понял, модель учитывает только первую форму участия, поэтому скорее отвечает на вопрос, какими могли бы быть потери ВВП России, если бы в 2022 году не были налажены реэкспортные поставки товаров из ЕС и других объявивших санкции стран», — подчеркнул              Гнидченко       .",газ,
https://www.rbc.ru/economics/04/09/2023/64f5b8499a79478e52700e55,Цена на бензин Аи-95 на бирже впервые превысила 75 тыс. руб. за тонну,2023-09-04 12:00:00,"Биржевая цена на бензин марки «Премиум-95» обновляет рекорд десятый день подряд — она впервые превысила отметку в 75 тыс. руб. за тонну.           Стоимость тонны бензина марки «Регуляр-92» также продолжает расти и превышает 64,8 тыс. руб.                        Цена бензина марки «Премиум-95» в европейской части России десятый день подряд обновляет рекорды и впервые превысила отметку в 75 тыс. руб. за тонну, следует из           данных                         Санкт-Петербургской международной товарно-сырьевой биржи       .               Тонна топлива этой марки подорожала на 0,35% по сравнению с предыдущим днем и стоит 75 030 руб.                         Также продолжает расти и стоимость бензина марки «Регуляр-92» — за день она выросла на 0,28% и составила 64 814 руб. за тонну.                                                                 РБК                  отправил запрос в                           Минэнерго                  и                           ФАС                  .                   Вице-премьер         Александр Новак        30 августа         заявил        , что на внутреннем рынке топлива нет дефицита предложения и наблюдается баланс.         В то же время правительство прорабатывает меры для стабилизации ситуации на рынке, добавил он.                           По           данным                         Росстата       , за неделю с 21 по 27 августа потребительские цены на бензин увеличились на 0,4% после роста на 0,6% неделей ранее.               Средняя стоимость литра бензина по стране на 28 августа составила 54,54 руб. (на 21 августа — 54,28 руб.).                   Средняя цена на Аи-92 выросла с 50,23 руб. за литр до 50,42 руб., а средняя стоимость Аи-95 — с 54,85 руб. за литр до 55,07 руб.                   При этом производство бензина в России за 21-27 августа увеличилось на 3,2% по сравнению с предыдущей неделей и составило 877,3 тыс. тонн.                   Информацию о потребительских ценах на бензин и объеме производства нефтепродуктов за прошлую неделю                    Росстат            опубликует        6 сентября.                     Рост цен на бензин в России продолжается не первый месяц в связи с увеличением биржевой стоимости топлива.                        В июле                    Новак                  говорил          , что биржевые цены на бензин стабилизируются, когда нефтеперерабатывающие заводы выйдут из периода ремонта.              Он добавил, что это позволит увеличить объемы реализации топлива на бирже.               В начале августа правительство           обязало          нефтяников увеличить минимальную долю продажи бензина 1 п.п., с 12% до 13% от производства.",бензин,
https://iz.ru/1568991/2023-09-04/shest-par-chasov-rolex-obnaruzhili-u-aviapassazhira-iz-dubaia,Шесть пар часов Rolex обнаружили у авиапассажира из Дубая,2023-09-04 12:00:00,"Шесть пар наручных часов общей суммой 10 млн рублей обнаружили у 40-летнего россиянина, прилетевшего в Казань из Дубая.                   Об этом в понедельник, 4 сентября, сообщила              Федеральная таможенная служба       в своем Telegram-канале.          Отмечается, что мужчину, пытавшегося провезти товары, остановили в «зеленом» коридоре.      «К животу и ногам пассажир примотал скотчем швейцарские часы, а также пластиковые фирменные карты и визитницы от изделий.       Экспертиза установила, что все часы изготовлены из нержавеющей стали и сплава золота 750 пробы», — говорится в сообщении.                     В отношении мужчины возбудили два уголовных дела, предусматривающих контрабанду стратегически важных товаров и уклонение от уплаты таможенных платежей.                        Ранее, 28 августа, в московском аэропорту Шереметьево таможенники задержали 53-летнего гражданина РФ, который пытался ввезти в страну незадекларированные швейцарские часы Audemars Piguet стоимостью 4,5 млн рублей.              По этому факту решается вопрос о возбуждении уголовного дела по статье о контрабанде ювелирных изделий из драгоценных металлов.",золото,
https://1prime.ru/oil/20230904/841644225.html,"Минэнерго ждет от нефтяников данные по экспорту топлива, пишет СМИ",2023-09-04 12:00:00,"МОСКВА, 4 сен —             ПРАЙМ            .                                                              Минэнерго РФ                          ждет от производителей нефтепродуктов до 6 сентября данные о вывозе топлива за рубеж для ограничения серого экспорта, пишет газета ""                                       Коммерсант                          "" со ссылкой на письмо ведомства.                                                                   ""Согласно обращению           Минэнерго                      , в срок до 6 сентября производители нефтепродуктов, в том числе и их дочерние (аффилированные) организации, должны предоставить информацию о производстве бензина и дизтоплива пятого класса за шесть месяцев 2023 года, а также объемы экспорта этих видов топлива и сжиженного углеводородного газа (СУГ) за этот период и 2022 год"", — говорится в сообщении.                   Как указывается в статье, в список рассылки попали как ключевые игроки отрасли — ""                         Роснефть         "", ""                  Газпром         "", ""                  Газпром нефть         "", ""                  Лукойл         "", ""                  Сибур         "", ""                  Новатэк         , ""                  Сургутнефтегаз         "", ""                  Татнефть         "",                  ННК         ,                  ИНК         , ""                  Русснефть         "", — так и независимые                  НПЗ         , в том числе и те, кто не производит товарную продукцию.                                                                                                                                                                                                                                           В                         Минэнерго         заявили ""                  Ъ         "", что ""серый экспорт наносит ущерб не только бюджету, но и всем потребителям нефтепродуктов в стране"".                   ""Принято решение о его ограничении, рассчитываем, что меры вступят в силу в ближайшее время"", — добавили там.                               Под серым экспортом, который считается одной из причин резкого подорожания топлива этим летом, понимается поставка за рубеж нефтепродуктов, предназначенных для внутреннего рынка, за которые нефтекомпании уже получили бюджетные субсидии — демпфер.                              Вице-премьер РФ                         Александр Новак         пообещал утвердить список спецэкспортеров в ближайшее время.",газ;этан,
https://www.kommersant.ru/doc/6197573,Стоимость нефти Brent превышала $89 за баррель впервые с января 2023 года,2023-09-04 12:00:00,"Стоимость фьючерса на ноябрь на нефть марки Brent в моменте поднималась выше $89 за баррель впервые с 23 января 2023 года, следует из данных лондонской биржи                    ICE       .               К 18:02 мск Brent торговался по стоимость $89,02 за баррель.                                К 18:05 мск цена упала до $88,99, что на 0,25% больше предыдущего закрытия.                                    Октябрьский фьючерс на нефть марки WTI торгуется по цене $85,99 за баррель.                                       Bank of America            прогнозирует стоимость Brent в 2023 году в среднем до $100 за баррель.                                  Минэнерго США            повысило прогноз стоимости Brent до $82,62 за баррель.                   Стоимость Brent снова начала расти в начале августа.          Олеся Павленко",нефть wti;нефть brent,
https://tass.ru/ekonomika/18653873,"""Атоммаш"" отгрузил корпус ядерного реактора для 2-го энергоблока строящейся Курской АЭС-2",2023-09-04 12:00:00,"РОСТОВ-НА-ДОНУ, 4 сентября.                         /              ТАСС       /.                    Завод ""Атоммаш""       (входит в машиностроительный дивизион              Росатома       ) в Волгодонске Ростовской области отгрузил корпус ядерного реактора для второго энергоблока строящейся              Курской АЭС-2       .      Об этом сообщили в пресс-службе ""       Атоммаша      "".                  ""С производственной площадки ""                           Атоммаш       "" машиностроительного дивизиона государственной корпорации ""              Росатом       "" отгружен корпус атомного реактора нового типа - ВВЭР-ТОИ (водо-водяной энергетический реактор типовой оптимизированный информатизированный).      Оборудование предназначено для второго энергоблока       Курской АЭС-2      "", - говорится в сообщении.                  В пресс-службе уточнили, что корпус российского реактора ВВЭР-ТОИ создан на базе ВВЭР-1200.               ""Атомные реакторы нового типа обладают повышенной мощностью и улучшенными технико-экономическими показателями, а также повышенной устойчивостью к экстремальным внешним воздействиям.       Оборудование изготовлено из безникелевой стали и соответствует требованиям              МАГАТЭ       в области безопасности"", - уточнили на предприятии.          Его корпус весит 340 тонн.          Отправка будет идти с помощью водного и наземного транспорта.                     Новейшая станция, сооружаемая в Курской области, укрепит энергетическую безопасность Центрального федерального округа.                             Курская АЭС-2       поэтапно заместит энергоблоки действующей              Курской АЭС       , построенной во времена СССР.      Новый проект отвечает всем современным российским и международным требованиям в области безопасности ядерной энергетики.       Проектирование и строительство станции осуществляет инжиниринговый дивизион ""              Росатома       "".                             Ранее генеральный директор                           АО ""Атомэнергомаш""                 Игорь Котов       сообщал журналистам о том, что в 2023 году предприятие впервые в истории мирового атомного машиностроения произведет корпуса сразу для пяти ядерных реакторов, а также парогенераторы для              АЭС       разных стран.                     ""                           Атомэнергомаш       "" - машиностроительный дивизион              Росатома       .          Является поставщиком оборудования реакторного острова и машинного зала всех строящихся АЭС российского дизайна, изготовителем оборудования для СПГ-проектов, заводов по переработке отходов в энергию, разработчиком и поставщиком комплексных решений для предприятий энергетики, нефтегазового комплекса, судостроения.",сталь,
https://tass.ru/proisshestviya/18647985,"В Кузбассе работникам разреза ""Инской"" выплатили 245 млн рублей задолженности по зарплате",2023-09-04 12:00:00,"ТАСС       , 4 сентября.               Руководство                    АО ""Разрез ""Инской""            , которое ведет добычу угля на одноименной шахте, по требованию прокуратуры полностью погасило задолженность по заработной плате перед более 500 работниками на сумму 245 млн рублей.          Об этом сообщили в пресс-службе       Следственного комитета РФ      .                  ""В рамках расследования уголовного дела проведены судебно-бухгалтерские экспертизы, которые установили, что заработную плату не получили 547 работающих на горнодобывающем предприятии.                         В результате принятых мер удалось добиться полного погашения задолженности по заработной плате, образовавшейся за период с декабря 2022 года по август 2023 года, на общую сумму порядка 245 млн рублей"", - говорится в сообщении.                                По версии следствия, с декабря 2022 года руководство разреза не выполняло обязательства по оплате труда перед работниками угольного предприятия.                              В результате перед ними образовалась задолженность на сумму более 120 млн рублей, было возбуждено уголовное дело в отношении бывшего конкурсного управляющего и конкурсного управляющего                    АО ""Разрез Инской""            по ч. 2 ст. 145.1 УК РФ (полная невыплата свыше двух месяцев заработной платы).                                Проблемы с выплатой зарплат на угольных предприятиях Кузбасса начали возникать в 2019 году из-за проблем с добычей угля и падением цен на него на мировых рынках.                              В декабре горняки                    АО ""Разрез ""Инской""            даже были намерены остановить добычу, если задолженность на сумму около 34 млн рублей не будет погашена.              30 декабря 2019 года руководство предприятия выплатило шахтерам заработную плату в полном объеме, однако в 2020 году задолженность образовалась снова.                             Разрез ""                           Инской       "" расположен в Беловском районе Кемеровской области.               Предприятие построено на участке недр закрытой в 1998 году из-за пожара шахты ""                    Сигнал            "".                         Новое производство было введено в эксплуатацию в 2011 году, с 2017 года на предприятии введена процедура банкротства.",уголь,
https://1prime.ru/oil/20230904/841649835.html,Нефть торгуется стабильно на осторожности инвесторов,2023-09-04 12:00:00,"МОСКВА, 4 сен —             ПРАЙМ            .                Мировые цены на нефть в понедельник сохраняют стабильность, инвесторы проявляют осторожность в отсутствие важной макростатистики, а также празднования Дня труда в США, несмотря на признаки возможного роста спроса со стороны Китая, свидетельствуют данные торгов и комментарий аналитика.                                                      По состоянию на 15.00 мск цена ноябрьских фьючерсов на нефть марки Brent растёт на 0,07%, до 88,61 доллара за баррель, а октябрьских фьючерсов на WTI — на ещё более символические 0,04%, до 85,56 доллара. Эти уровни держатся как минимум с утра.                   Фондовые биржи США закрыты в понедельник по случаю выходного дня.                        При этом выхода макростатистики в этот день также не запланировано, поэтому рынки проявляют осторожность, даже несмотря на перспективы увеличения стоимости ""черного золота"" в свете роста спроса на этот вид сырья в Китае.                                                                                                                                                                                                                                                Так, по мнению консультанта по нефти, управляющего хедж-фонда                         Black Gold Investors LLC                      Гэри Росса (Gary Ross)         , цены на нефть все еще имеют потенциал роста благодаря процветанию туризма в Китае и ограничению предложения со стороны                  ОПЕК+         .                   ""Продажи бензина летом в Китае были просто ошеломляющими.             Люди ездят как сумасшедшие.         Сравнение годовых показателей будет впечатляющим"", — заключил эксперт.",бензин;нефть wti;нефть brent,
https://tass.ru/ekonomika/18653901,Цена нефти Brent на бирже ICE превысила $89 за баррель впервые с 23 января,2023-09-04 12:00:00,"4 сентября, 15:04Мировые цены на нефтьЦена нефти Brent на бирже                    ICE       превысила $89 за баррель впервые с 23 январяЦена нефти марки Brent на лондонской бирже              ICE       превысила $89 за баррель впервые с 23 января - данные торгов.      Новость дополняется.       Теги:Мировые цены на нефть©              Информационное агентство       ТАСССвидетельство о регистрации              СМИ No03247       выдано 02 апреля 1999 г.              Государственным комитетом Российской Федерации       по печати.          Отдельные публикации могут содержать информацию,не предназначенную для пользователей до 16 лет.      Об агентствеПресс-центрКарьераРекламные продуктыПравила цитированияКонтактная информация",нефть brent,
https://1prime.ru/Index/20230904/841648996.html,Фондовые индексы Европы растут на склонности инвесторов к риску,2023-09-04 12:00:00,"МОСКВА, 4 сен —             ПРАЙМ            .                Основные фондовые индексы Европы увеличиваются в понедельник на фоне общей склонности инвесторов к риску, поддерживают котировки также корпоративные новости и оптимизм металлургического сектора, следует из данных торгов.                                                      По состоянию на 13.41 мск британский индекс           FTSE 100                      растет на 0,42% — до 7 495,67 пункта, французский           CAC 40                      — на 0,53%, до 7 335,58 пункта, немецкий           DAX                      — на 0,49%, до 15 917,45 пункта.                   Основные фондовые индексы США завершили торги пятницы в основном ростом, в то время как в понедельник азиатские рынки показали увеличение.             Следуя этой динамике, европейские индексы также показывают рост.                                                                                                                                                                                                                                       Одним из факторов поддержки стал оптимизм вокруг экономики Китая после новостей рынка недвижимости страны.                  Так, власти Пекина и Шанхая снизили требования к ипотеке для некоторых покупателей жилья, что позитивно для ожиданий по спросу на медь.                   В результате дорожают акции компаний горнодобывающего сектора Европы:                         Glencore               — на 1,9%,                         BHP Group               — на 1,5%,                         Anglo American               — на 1,1%,                         Rio Tinto               — на 0,9%.                                       Бумаги датского фармпроизводителя                                          Novo Nordisk                      в то же время дорожают на 1,6% после того, как компания запустила в Великобритании инъекционный препарат для похудения Wegovy.",медь,
